,Category,top10,top10_scores
190,sustainable computing,"['shahnaz kamberi', 'andrzej manitius', 'shvetha soundararajan', 'ariela sofer', 'craig lorie', 'george hazelrigg', 'laura kosoglu', 'hamza mughal', 'aditya johri', 'john otten']","[0.2141567868541132, 0.1864361255739157, 0.1854237952380104, 0.1785416960037507, 0.17103009266974958, 0.16406382567953484, 0.16131130616527575, 0.16101529717988267, 0.1582181154026456, 0.1552647508520297]"
191,statistics,"['jonathan l auerbach', 'tianshu feng', 'daniel barbara', 'carlotta domeniconi', 'nicholas rios', 'mohan venigalla', 'evgenios kornaropoulos', 'pramita bagchi', 'vadim sokolov', 'tolga soyata']","[0.3029047448242973, 0.23529093737365853, 0.23272889071735836, 0.22400436762981052, 0.21460602306697474, 0.213506712113485, 0.204073091774225, 0.20072624763175156, 0.19953569095919688, 0.19907533028691923]"
192,spatio temporal data,"['jessica lin', 'syed abbas zaidi', 'myeong lee', 'leonard adelman', 'hadi el amine', 'mohan venigalla', 'rajesh ganesan', 'elise miller hooks', 'jan allbeck', 'arthur art pyster']","[0.18924497084955821, 0.16208404685712124, 0.14498466857467296, 0.1393187886555933, 0.13005235392322922, 0.12257259719027325, 0.11644619405923852, 0.11503223867579458, 0.11321840566593114, 0.11231623250591982]"
193,blockchain,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
194,security,"['tokunbo fadahunsi', 'mohamed gebril', 'md tanvir arafin', 'paul ammann', 'foteini baldimtsi', 'qiliang li', 'ran ji', 'massimiliano albanese', 'dimitrios ioannou', 'kun sun']","[0.13686666915800502, 0.1317647464097706, 0.10671554949472506, 0.10181137892851169, 0.0962150268411393, 0.09459075727393863, 0.09196613067790095, 0.08534819931407897, 0.08263893484993813, 0.08235303168021572]"
195,nanoindentation scratch,"['ali beheshti', 'robert handler', 'jinwei ye', 'jeffrey moran', 'yotam gingold', 'mehdi amiri darehbidi', 'viviana maggioni', 'rao v mulpuri', 'gene shuman', 'qiliang li']","[0.2036901889196018, 0.1333174655097702, 0.11664328427493466, 0.11118395421610805, 0.10493183555523075, 0.09421680029846587, 0.09263752437036428, 0.09132735259403818, 0.0822306138277068, 0.07945660454494476]"
196,surface engineering,"['jeffrey moran', 'robert handler', 'yotam gingold', 'jinwei ye', 'ali beheshti', 'janis terpenny', 'qiliang li', 'gheorghe tecuci', 'lance sherry', 'viviana maggioni']","[0.1950917478978862, 0.1883306209652469, 0.17837909529935664, 0.161240857158675, 0.15398849192408676, 0.15085576732850528, 0.14670338502015237, 0.14015739246803602, 0.139596813424414, 0.1385002626412101]"
197,tribology,"['hans hoyer', 'nathan kathir', 'craig lorie', 'riki morikawa', 'arthur art pyster', 'deborah goodings', 'leigh mccue weil', 'rochelle jones', 'peter pachowicz', 'laura kosoglu']","[0.211999576001272, 0.17376201171422895, 0.1632829887030082, 0.16126996763903714, 0.13977131156292244, 0.1384939339551285, 0.1373403206998946, 0.12613716796152658, 0.12349309560582472, 0.12320354515909546]"
198,high temperature materials,"['jim chen', 'daniel barbara', 'parth pathak', 'mohan venigalla', 'parag chitnis', 'vadim sokolov', 'duminda wijesekera', 'vasiliki ikonomidou', 'siddhartha sikdar', 'aditya johri']","[0.21301178876032095, 0.18900198171076227, 0.17751737108024856, 0.17247761695811378, 0.17242803330407347, 0.1646267248108536, 0.1644033453447461, 0.1632205220220257, 0.16301715852786278, 0.15950710330509493]"
199,evolutionary algorithms,"['syed abbas zaidi', 'thanhvu nguyen', 'paul ammann', 'daniel barbara', 'gheorghe tecuci', 'mihai boicu', 'carlotta domeniconi', 'wing lam', 'alexander levis', 'kim blackwell']","[0.10242811294443077, 0.07461329844555187, 0.0708247419515794, 0.06975950907096404, 0.06523624873155258, 0.0591774658298741, 0.056178824846608605, 0.05555555555555555, 0.05169599619828946, 0.05166883468952772]"
200,computational biology bioinformatics,"['shahnaz kamberi', 'hamza mughal', 'john otten', 'mehdi amiri darehbidi', 'yutao zhong', 'jiayang sun', 'tamara maddox', 'rajesh ganesan', 'binqian yin', 'shvetha soundararajan']","[0.18271049320428517, 0.15731330124142312, 0.1348399724926484, 0.13162259660911266, 0.11941628680530642, 0.11009637651263604, 0.10418645221412463, 0.10244726182422814, 0.10241831129983783, 0.09963833516240131]"
201,signaling pathways,"['yariv ephraim', 'vasiliki ikonomidou', 'kim blackwell', 'parth pathak', 'yue wang', 'monson hayes', 'linghan zhang', 'xiaonan guo', 'sharmin sultana', 'parag chitnis']","[0.13826223113649735, 0.10617927219228779, 0.09891614039758041, 0.09338765735912787, 0.09257666830465625, 0.09087611256975553, 0.08345943775964774, 0.07294100080818558, 0.07197537706891023, 0.06999801918130344]"
202,basal ganglia,"['giorgio ascoli', 'dana richards', 'amarda shehu', 'wanli qiao', 'xiang chen', 'ahmed bin zaman', 'jim chen', 'holger dannenberg', 'kim blackwell', 'christopher a carr']","[0.18620389695097928, 0.11344775524800738, 0.11253421473165467, 0.11167318939862984, 0.11126181477334472, 0.10982851447885512, 0.1088509136133633, 0.10853287614058284, 0.10849968697432545, 0.10620284147379509]"
203,computational neuroscience,"['john otten', 'yutao zhong', 'ali k raz', 'hamza mughal', 'jiayang sun', 'matthew amissah', 'shahnaz kamberi', 'craig lorie', 'daniel menasce', 'joy hughes']","[0.3286878675669582, 0.2646280620124815, 0.26038437893897864, 0.23904572186687872, 0.21770078550390354, 0.2105587219030789, 0.2089748933053649, 0.20366005696246353, 0.20268197330871884, 0.20128206441055843]"
204,expert systems,"['gheorghe tecuci', 'janis terpenny', 'mihai boicu', 'jim chen', 'thomas latoza', 'aditya johri', 'amarda shehu', 'ray hong', 'hadi el amine', 'jan allbeck']","[0.19919218557392332, 0.1870425247646588, 0.16414720930963222, 0.15796804118526037, 0.15734087004170189, 0.14747080644322222, 0.13898923922651585, 0.1367692259348801, 0.13093384794432703, 0.12752693435761342]"
205,human centered design,"['janis terpenny', 'thomas latoza', 'george hazelrigg', 'ray hong', 'aditya johri', 'jan allbeck', 'yotam gingold', 'alexander levis', 'edward huang', 'vivian genaro motti']","[0.1742995812647663, 0.13135952788083427, 0.126552125819131, 0.11982696093986805, 0.11981773768899158, 0.11543478998344729, 0.11124794754584162, 0.10596179345571251, 0.10281134855247749, 0.0995880875864757]"
206,artifiicial intelligence,"['myeong lee', 'diana wang', 'sadegh torabi', 'riki morikawa', 'hemant purohit', '̦zlem uzuner', 'sharon adamus', 'sanmay das', 'katherine russell', 'michael hieb']","[0.3122912665656056, 0.18919350793616088, 0.16408153265681313, 0.1611506409725775, 0.1480358884569435, 0.1476284096496355, 0.1466389313602503, 0.1429124806125476, 0.13363943535026923, 0.13213016308711653]"
207,big data,"['myeong lee', 'angelos stavrou', 'giorgio ascoli', 'girum urgessa', 'hadi el amine', 'daniel barbara', 'aditya johri', 'karla hoffman', 'massimiliano albanese', 'kathleen wage']","[0.14151359049776757, 0.13173171438458128, 0.11992555709003502, 0.11910631395221147, 0.11821133581725882, 0.11475760148349627, 0.11462791047270876, 0.1131300445370495, 0.10889473207478281, 0.10652118705425613]"
208,learning analytics,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'scott lewis', 'michael eagle', 'pouyan ahmadi', 'tamara maddox', 'khondkar islam', 'bo liu', 'janis terpenny']","[0.31874622143900394, 0.27436427630901217, 0.18283688645269175, 0.16995639281750152, 0.13718237602084798, 0.13635883120816647, 0.1272408553270379, 0.12087471455898224, 0.11670413326677696, 0.11475588325248895]"
209,educational data mining,"['myeong lee', 'diana wang', 'aditya johri', 'angelos stavrou', 'mihai boicu', 'gheorghe tecuci', 'hadi el amine', 'rajesh ganesan', 'janis terpenny', 'ziwei zhu']","[0.16752218829829793, 0.12953194003770996, 0.12347072176666149, 0.10638972827529705, 0.10332787743428468, 0.10252242923486107, 0.10206766490509167, 0.09944623405077672, 0.09922882035192665, 0.09900003862613208]"
210,databases,"['myeong lee', 'sadegh torabi', 'diana wang', 'pelin kurtay', '̦zlem uzuner', 'riki morikawa', 'sharon adamus', 'hemant purohit', 'sanmay das', 'hadi rezazad']","[0.2592995034123959, 0.16868499809918872, 0.1638463841038081, 0.13608276348795434, 0.13457889797566325, 0.1302565123238377, 0.11952286093343936, 0.11505871531294148, 0.11236269403649479, 0.11028219331407116]"
211,intelligence analysis,"['myeong lee', '̦zlem uzuner', 'daniel barbara', 'ray hong', 'katherine russell', 'sanmay das', 'jim chen', 'alexander levis', 'hemant purohit', 'duminda wijesekera']","[0.2828721855407956, 0.19281485746331387, 0.19112459528949763, 0.17453409679073167, 0.1727720839222549, 0.17274120739363918, 0.17188598345816372, 0.16489592463248856, 0.1615393883863814, 0.15463375538993945]"
212,computer science education,"['gheorghe tecuci', 'mihai boicu', 'bo liu', 'aditya johri', 'michael eagle', 'rochelle jones', 'michael holland', 'khondkar islam', 'janis terpenny', 'elizabeth white']","[0.321552347617001, 0.2820397954699902, 0.1881034716665781, 0.18301223846371859, 0.17107750176079692, 0.16765905569963072, 0.156717387675259, 0.14563576600811487, 0.14514876060400245, 0.14217690134308217]"
213,evidence based reasoning,"['duminda wijesekera', 'parth pathak', 'mihai boicu', 'daniel barbara', 'burak tanyu', 'jim chen', 'gheorghe tecuci', 'syed abbas zaidi', 'vadim sokolov', 'monson hayes']","[0.25931064257514286, 0.23896328670162043, 0.23828898035080892, 0.23635969515345867, 0.22777898612063147, 0.22638004041691315, 0.22529099927662466, 0.21878823411850196, 0.2118395713426391, 0.21098130142268512]"
214,rapid prototyping,"['jessica lin', 'holger dannenberg', 'mohan venigalla', 'qiliang li', 'rajesh ganesan', 'jim chen', 'jeffrey moran', 'dimitrios ioannou', 'fei li', 'abolfazl safikhani']","[0.1481076167268524, 0.13962641913989096, 0.11370897841339159, 0.09807138826565992, 0.09450887908327323, 0.09118206239153903, 0.09050405876177825, 0.08858522416379724, 0.08842428384851073, 0.08520081356846952]"
215,personalized learning,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'scott lewis', 'michael eagle', 'pouyan ahmadi', 'khondkar islam', 'janis terpenny', 'bo liu', 'tamara maddox']","[0.2786389731843607, 0.24385516674734492, 0.18129591173642765, 0.1415969986435271, 0.12966105057784755, 0.1290559833750057, 0.11555279032272658, 0.11323621943462937, 0.11019463300386795, 0.10600909398265652]"
216,decision optimization,"['daigo shishika', 'leonard adelman', 'shahnaz kamberi', 'jan allbeck', 'michael eagle', 'sanmay das', 'joy hughes', 'katherine russell', 'kenneth strazzeri', 'elise miller hooks']","[0.09982601069543345, 0.07459423512470648, 0.07239102654223545, 0.07184616020147233, 0.0685884836738035, 0.06117749117363175, 0.055338216224037874, 0.04962480158426756, 0.048492864496887195, 0.04595613845417919]"
217,constraints databases,"['ray hong', 'parth pathak', 'duminda wijesekera', 'myeong lee', 'jan allbeck', 'sadegh torabi', 'dimitrios ioannou', 'cameron nowzari', 'alexander levis', 'michael hieb']","[0.19273746453091792, 0.18865560312145968, 0.17731794960151848, 0.17476510671165588, 0.16646077693662026, 0.15323690080229557, 0.14943400273866553, 0.14791297749063342, 0.14631604427142147, 0.14235384553874258]"
218,decision support,"['kevin andrea', 'leonard adelman', 'duminda wijesekera', 'michael hieb', 'tolga soyata', 'christopher a carr', 'aditya johri', 'daniel barbara', 'diana wang', 'sanmay das']","[0.15414395331204261, 0.14885146342381836, 0.14634089304374434, 0.138750974553715, 0.12619298881703184, 0.12075248865896607, 0.12020076673382918, 0.11954235598476343, 0.11949725712131368, 0.11927218620376905]"
219,decision guidance,"['kenneth strazzeri', 'craig lorie', 'jan allbeck', 'michael eagle', 'khondkar islam', 'alexander levis', 'sanmay das', 'syed abbas zaidi', 'leonard adelman', 'daigo shishika']","[0.17352640209845116, 0.11475233369173603, 0.10981569993546055, 0.10863577182740045, 0.09759649919022871, 0.09688269841039132, 0.0941690366930779, 0.0935184894498378, 0.09106931305566711, 0.09049483173225986]"
220,computer science,"['gheorghe tecuci', 'mihai boicu', 'mingrui liu', 'hadi el amine', 'karla hoffman', 'binqian yin', 'sanmay das', 'antonios anastasopoulos', 'ran ji', 'elise miller hooks']","[0.23433571875234563, 0.20099673398110116, 0.1148051788304493, 0.1058677009860878, 0.10517913853574391, 0.10241831129983783, 0.10199006881086728, 0.10170079439298879, 0.10053519160108944, 0.09838280301663356]"
221,blood flow,"['kenneth ball', 'robert handler', 'juan cebral', 'hadi el amine', 'kirin emlet furst', 'martin slawski', 'jim chen', 'jinwei ye', 'jeffrey moran', 'elise miller hooks']","[0.26485897535169, 0.23290639397841922, 0.2075828302718492, 0.11697292664556896, 0.1092884289659424, 0.10697472197648017, 0.10237857608954787, 0.09791579001530125, 0.09277543016704562, 0.09170840735564019]"
222,biomechanics,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
223,aneurysms,"['juan cebral', 'colin reagle', 'kenneth ball', 'pramita bagchi', 'doaa bondok', 'siddhartha sikdar', 'robert handler', '̦zlem uzuner', 'burak tanyu', 'mehdi amiri darehbidi']","[0.1461435780709889, 0.11796883005236192, 0.10960895774966134, 0.10170832680576285, 0.09732079296873827, 0.09489211383187017, 0.07344990864649883, 0.06492330316869743, 0.06021375559725976, 0.05934977025023394]"
224,computer games technology,"['gheorghe tecuci', 'shahnaz kamberi', 'michael eagle', 'daigo shishika', 'mihai boicu', 'aditya johri', 'joy hughes', 'binqian yin', 'brittany johnson matthews', 'ariela sofer']","[0.1986815057602005, 0.1930991418782551, 0.19109080192466277, 0.1808408412229914, 0.17719624344235038, 0.1628856902109878, 0.15547015839600073, 0.1448413648755803, 0.14251108208897792, 0.14216919838366215]"
225,medical imaging,"['vasiliki ikonomidou', 'jim chen', 'burak tanyu', 'jeff offutt', 'niloofar ramezani', 'yotam gingold', 'paul ammann', 'pramita bagchi', 'qi wei', 'siddhartha sikdar']","[0.13566784154800837, 0.11836351180132809, 0.11731162008151746, 0.11664587750518653, 0.10755848381375732, 0.10479079620489544, 0.10321846123765632, 0.10042138132988979, 0.09613763959477006, 0.09339954234058497]"
226,graphics,"['tamara maddox', 'john otten', 'jinwei ye', 'hamza mughal', 'yutao zhong', 'monson hayes', 'shahnaz kamberi', 'joy hughes', 'yotam gingold', 'duoduo liao']","[0.13060462968966785, 0.1267731382092775, 0.12177762932358015, 0.11268723396380222, 0.11227217828476796, 0.11167925094744006, 0.11082567311546909, 0.10844031441975874, 0.10728985867506086, 0.09199511334936489]"
227,mobile computing,"['karla hoffman', 'lucas henneman', 'kevin moran', 'jim chen', 'kenneth ball', 'aditya johri', 'george hazelrigg', 'lance sherry', 'rochelle jones', 'abolfazl safikhani']","[0.15069909438911883, 0.14372317932079226, 0.14283860064924586, 0.14218180080908444, 0.13210398311060706, 0.1299016183872657, 0.12605921161242992, 0.1240197539228459, 0.12385344133578527, 0.11936125109992304]"
228,computer networks,"['ali k raz', 'matthew amissah', 'daniel menasce', 'duminda wijesekera', 'peter pachowicz', 'daniel barbara', 'tolga soyata', 'bernd peter paris', 'alexander levis', 'kun sun']","[0.25522560890654555, 0.18569533817705186, 0.16967161650572968, 0.16407864454800247, 0.14995590180707288, 0.1472404905200119, 0.14723857702959847, 0.14543463969928294, 0.14185181565520977, 0.14026949700647676]"
229,computer network security,"['tokunbo fadahunsi', 'ali k raz', 'duminda wijesekera', 'md tanvir arafin', 'kun sun', 'daniel barbara', 'foteini baldimtsi', 'massimiliano albanese', 'giuseppe ateniese', 'peter pachowicz']","[0.17631595599362926, 0.17012807728984297, 0.1615379061334326, 0.15307322400208478, 0.15149504805358915, 0.1514275721263533, 0.14559798287791698, 0.14512764622322238, 0.14369325530513372, 0.14193036286830074]"
230,networking,"['giuseppe ateniese', 'katherine russell', 'sanjeev setia', 'daniel garrison', 'olcay ciftci', 'anand vidyashankar', 'yutao zhong', 'joy hughes', 'christopher a carr', 'ray hong']","[0.14022664402866578, 0.12191667786340352, 0.10666974461729972, 0.10369516947304254, 0.10369516947304254, 0.09158068509085893, 0.08084520834544433, 0.073205579063362, 0.0682788741998919, 0.06456934283964283]"
231,distributed system,"['cameron nowzari', 'xuan wang', 'jim chen', 'janis terpenny', 'daniel barbara', 'amarda shehu', 'george hazelrigg', 'giuseppe ateniese', 'alexander levis', 'john shortle']","[0.16734304735802344, 0.1600680147195569, 0.15570783661148752, 0.15289102595416654, 0.14016082858151602, 0.13773619979066878, 0.13739158690432357, 0.13544393721148332, 0.13049557507055737, 0.13018524321056119]"
